Project,Date,Year,Se,Treatment,El,Plot,Hor,BIOC,RESPC,BION,NO3,NH4,NIT,MIN,DEA,H2O,pH
Calcium,2013-07-11,2013,SU,W1,L,LY6-2,Min,1155.41,25.44,69.28,2.67,5.47,0.96,0.73,43.74,0.33,4.42
Calcium,2013-07-11,2013,SU,W1,L,LY6-3,Min,1071.56,16.43,42.6,1.79,2.69,0.36,0.31,15.56,0.37,4.44
Calcium,2013-07-11,2013,SU,W1,L,LY6-4,Min,1031.4,19.94,46.72,1.97,6.19,0.56,0.35,17.59,0.25,4.35
Calcium,2013-07-11,2013,SU,W1,L,LY6-5,Min,1144.61,24.47,51.59,2.97,3.99,0.76,0.93,17.8,0.3,4.02
Calcium,2013-07-11,2013,SU,W1,L,LY6-1,Oa/A,5492.98,120.62,320.33,7.06,10.86,2.92,4.86,171.95,0.5,4.36
Calcium,2013-07-11,2013,SU,W1,L,LY6-2,Oa/A,4075.06,11.57,256.93,12.38,2.41,3.59,3.85,463.46,0.46,4.14
Calcium,2013-07-11,2013,SU,W1,L,LY6-3,Oa/A,3989.93,86.63,234.76,18.53,6.97,4.43,5.21,403.93,0.58,3.98
Calcium,2013-07-11,2013,SU,W1,L,LY6-4,Oa/A,645.71,70.41,169.65,17.5,3.72,1.75,1.67,346.31,0.59,3.72
Calcium,2013-07-11,2013,SU,W1,L,LY6-5,Oa/A,3594.15,65.61,223.44,12.5,5.61,3.61,3.45,232.39,0.52,3.46
Calcium,2013-07-11,2013,SU,W1,L,LY6-1,Oi/Oe,17108.93,562.79,658.34,1.6,35.77,0.65,18.08,634.74,0.69,4.81
Calcium,2013-07-11,2013,SU,W1,L,LY6-2,Oi/Oe,17879.01,387.36,841.21,10.75,93.59,5.73,17.81,834.01,0.71,5.13
Calcium,2013-07-11,2013,SU,W1,L,LY6-3,Oi/Oe,9522.41,331.29,718.77,36.37,40.89,9.91,17.93,1245.76,0.72,4.01
Calcium,2013-07-11,2013,SU,W1,L,LY6-4,Oi/Oe,2699.73,357.88,361.26,7.07,55,1.77,9.68,543.02,0.68,4.24
Calcium,2013-07-11,2013,SU,W1,L,LY6-5,Oi/Oe,3273.8,290.34,487.11,14.62,20.36,6.33,17.99,1041.3,0.68,3.91
Calcium,2013-07-11,2013,SU,W1,M,LY4-1,Min,1290.44,7.64,67.17,3.74,5.12,1,1.26,71.82,0.35,3.55
Calcium,2013-07-11,2013,SU,W1,M,LY4-2,Min,2554.13,46.99,134.2,6.92,4.79,1.87,2.01,193.12,0.43,3.94
Calcium,2013-07-11,2013,SU,W1,M,LY4-3,Min,1527.4,23.99,71.14,3.28,2.93,1.14,1.08,109.28,0.36,4.45
Calcium,2013-07-11,2013,SU,W1,M,LY4-4,Min,2096.02,34.14,110.08,3.92,5.3,1,1.03,112.23,0.41,4.42
Calcium,2013-07-11,2013,SU,W1,M,LY4-5,Min,2139.13,45.18,111.42,9.81,2.61,2.32,2.39,269.75,0.39,4.02
Calcium,2013-07-11,2013,SU,W1,M,LY4-1,Oa/A,5184,111.81,252.66,16.07,7.36,4.44,6.02,-9999.99,0.64,3.53
Calcium,2013-07-11,2013,SU,W1,M,LY4-2,Oa/A,3807.53,73.2,212.12,16.4,4,4.32,4.22,995.78,0.53,3.84
Calcium,2013-07-11,2013,SU,W1,M,LY4-3,Oa/A,4113.46,81.5,221.09,8.87,7.78,3.87,4.73,170.67,0.4,3.89
Calcium,2013-07-11,2013,SU,W1,M,LY4-4,Oa/A,4563.44,78.9,219.3,12.24,4.19,4.22,4.48,419.42,0.5,3.94
Calcium,2013-07-11,2013,SU,W1,M,LY4-5,Oa/A,4749.2,106.53,217.99,20.07,3.71,4.99,4.98,2228.21,0.53,3.9
Calcium,2013-07-11,2013,SU,W1,M,LY4-1,Oi/Oe,10677.97,50.54,574.35,2.76,45.35,0.55,14.73,611.89,0.75,4
Calcium,2013-07-11,2013,SU,W1,M,LY4-2,Oi/Oe,16017.76,431.09,783.41,19.61,140.56,7.28,17.68,518.83,0.76,3.91
Calcium,2013-07-11,2013,SU,W1,M,LY4-3,Oi/Oe,12240.28,263.81,563.6,8.87,86.19,2.25,14.1,683.07,0.63,4.3
Calcium,2013-07-11,2013,SU,W1,M,LY4-4,Oi/Oe,15859.61,593.04,787.05,18,84.44,4.72,24.07,1255.43,0.73,4.21
Calcium,2013-07-11,2013,SU,W1,M,LY4-5,Oi/Oe,16687.46,532.4,761.99,31.02,90.02,11.74,25.73,1261.98,0.71,4.09
Calcium,2014-07-08,2014,SU,BearBrook,L,LT162,Min,573.39,13.41,75.92,0.3,22.24,0,-1.22,81.9,0.28,3.66
Calcium,2014-07-08,2014,SU,BearBrook,L,LT163,Min,511.3,15.58,63.04,0.31,7.25,0,-0.04,45.02,0.3,3.9
Calcium,2014-07-08,2014,SU,BearBrook,L,LT168,Min,255.11,7.59,13.44,1.33,4.23,0.32,0.04,27.06,0.28,4.14
Calcium,2014-07-08,2014,SU,BearBrook,L,LT172,Min,321.62,8.08,30.84,0.82,6.55,0.16,-0.06,12.1,0.26,4.79
Calcium,2014-07-08,2014,SU,BearBrook,L,LT174,Min,446.25,12.3,60.39,1.53,4.02,0.45,0.66,31.39,0.32,4.11
Calcium,2014-07-08,2014,SU,BearBrook,L,LT162,Oa/A,2598.18,48.45,525.25,0.66,37.26,0,7.78,282.86,0.65,3.22
Calcium,2014-07-08,2014,SU,BearBrook,L,LT163,Oa/A,3177.66,34.27,586.13,0.88,159.32,0,9.97,466.01,0.73,3.35
Calcium,2014-07-08,2014,SU,BearBrook,L,LT168,Oa/A,2160.39,47.99,369.87,15.76,18.8,2.13,1.29,1386.1,0.74,3.59
Calcium,2014-07-08,2014,SU,BearBrook,L,LT172,Oa/A,2995.09,16.04,306.37,4.18,21.23,1.52,3.29,676.81,0.72,4.72
Calcium,2014-07-08,2014,SU,BearBrook,L,LT174,Oa/A,2035.19,33.37,306.27,13.08,88.68,3.34,2.94,553.25,0.66,3.44
Calcium,2014-07-08,2014,SU,BearBrook,L,LT162,Oi/Oe,4854.5,93.33,661.15,0.69,172.08,0,11.3,244.03,0.66,3.72
Calcium,2014-07-08,2014,SU,BearBrook,L,LT163,Oi/Oe,4000.71,125.55,618.53,0.87,186.69,0,-5.69,-9999.99,0.73,3.42
Calcium,2014-07-08,2014,SU,BearBrook,L,LT168,Oi/Oe,4966.56,43.57,853.91,12.77,206.43,5.21,14.41,1737.8,0.79,4.01
Calcium,2014-07-08,2014,SU,BearBrook,L,LT172,Oi/Oe,4652.11,176.33,547.76,1.22,138.14,0.6,12.51,811.84,0.8,4.73
Calcium,2014-07-08,2014,SU,BearBrook,L,LT174,Oi/Oe,3579.18,60.85,695.79,16.45,183.6,4.4,17.72,1345.2,0.74,3.82
Calcium,2014-07-08,2014,SU,W1,L,LY6-1,Min,785.73,15.42,99.56,1.09,8.87,0.25,0.32,73.69,0.32,4.47
Calcium,2014-07-08,2014,SU,W1,L,LY6-2,Min,581.67,11.61,67.24,2.74,3.66,0.56,0.34,67.05,0.38,4.33
Calcium,2014-07-08,2014,SU,W1,L,LY6-3,Min,600.53,11.19,83.61,3.79,2.54,0.94,0.92,34.88,0.31,4.45
Calcium,2014-07-08,2014,SU,W1,L,LY6-4,Min,716.95,11.19,89.76,3.44,6.22,0.77,1.3,28.6,0.31,3.99
Calcium,2014-07-08,2014,SU,W1,L,LY6-5,Min,521.26,9.27,65.74,1.96,5.93,0.5,0.64,43.3,0.27,4.09
Calcium,2014-07-08,2014,SU,W1,L,LY6-1,Oa/A,236.2,50.43,458.17,14.05,38.26,4.42,8.38,287.19,0.61,3.77
Calcium,2014-07-08,2014,SU,W1,L,LY6-2,Oa/A,1854.36,33.22,276.8,17.48,12.18,3.54,2.98,387.72,0.63,3.92
Calcium,2014-07-08,2014,SU,W1,L,LY6-3,Oa/A,1635.68,23.64,227.38,1.78,2.26,2.95,3.94,366.99,0.36,4.28
Calcium,2014-07-08,2014,SU,W1,L,LY6-4,Oa/A,522.86,25.61,182.15,10.36,6.55,2.02,5.01,30.96,0.39,3.78
Calcium,2014-07-08,2014,SU,W1,L,LY6-5,Oa/A,1139.01,19.06,176.18,12.44,4.94,2.39,3.9,264.42,0.41,3.75
Calcium,2014-07-08,2014,SU,W1,L,LY6-1,Oi/Oe,3788.51,17.58,812.36,0.94,37.23,1.99,31.43,561.8,0.75,4.28
Calcium,2014-07-08,2014,SU,W1,L,LY6-2,Oi/Oe,4610.84,105.59,570.94,27.88,59.6,9.26,14.61,1191.97,0.72,3.97
Calcium,2014-07-08,2014,SU,W1,L,LY6-3,Oi/Oe,649.84,142.38,648.52,20.11,52.96,2.65,5.07,1210.06,0.52,4.34
Calcium,2014-07-08,2014,SU,W1,L,LY6-4,Oi/Oe,4147.63,88.27,570.17,9.11,72.73,2.28,13.78,373.59,0.67,3.97
Calcium,2014-07-08,2014,SU,W1,L,LY6-5,Oi/Oe,5377.97,13.45,616.52,2.57,32.22,3.56,21.13,276.29,0.69,3.91
Calcium,2014-07-08,2014,SU,W1,M,LY4-1,Min,766.22,12.24,73.05,2.84,5.43,0.65,1.06,57.27,0.35,4.01
Calcium,2014-07-08,2014,SU,W1,M,LY4-2,Min,670.86,14.46,124.31,5.91,2.03,1.09,1.35,154.6,0.44,4.2
Calcium,2014-07-08,2014,SU,W1,M,LY4-3,Min,-9999.99,167.35,-9999.99,3.04,0.31,0.95,1.16,167,0.31,4.38
Calcium,2014-07-08,2014,SU,W1,M,LY4-4,Min,772.68,16.21,107.09,4.66,2.19,0.99,1.02,151.97,0.43,4.31
Calcium,2014-07-08,2014,SU,W1,M,LY4-5,Min,974.74,7.54,148.17,9.9,1.26,1.44,1.55,273.12,0.51,3.96
Calcium,2014-07-08,2014,SU,W1,M,LY4-1,Oa/A,1877.27,38.79,238.03,11.27,22.43,3.53,6.7,-9999.99,0.59,3.56
Calcium,2014-07-08,2014,SU,W1,M,LY4-2,Oa/A,1829.74,27.77,219.21,14.12,14.41,2.73,2.5,283.65,0.53,3.9
Calcium,2014-07-08,2014,SU,W1,M,LY4-3,Oa/A,1563.53,20.72,186.9,14.76,3.14,2.9,3.58,430.56,0.45,3.68
Calcium,2014-07-08,2014,SU,W1,M,LY4-4,Oa/A,1801.36,30.64,308.49,8.17,6.14,4.53,4.39,667.45,0.54,3.89
Calcium,2014-07-08,2014,SU,W1,M,LY4-5,Oa/A,1367.35,22.24,195.28,14.37,2.38,1.74,2.67,700.19,0.57,3.72
Calcium,2014-07-08,2014,SU,W1,M,LY4-1,Oi/Oe,3548.21,149.64,558.37,10.49,114.01,2.15,19.54,203.82,0.73,3.86
Calcium,2014-07-08,2014,SU,W1,M,LY4-2,Oi/Oe,3601.48,56.4,420.84,19.16,67.8,4.51,10.8,778.39,0.63,3.87
Calcium,2014-07-08,2014,SU,W1,M,LY4-3,Oi/Oe,3011.03,46.37,362.59,18.12,63.99,6.2,10.82,909.72,0.67,3.8
Calcium,2014-07-08,2014,SU,W1,M,LY4-4,Oi/Oe,4980.12,113.25,498.82,17.93,85.94,5.64,16.24,1295.46,0.67,4.1
Calcium,2014-07-08,2014,SU,W1,M,LY4-5,Oi/Oe,4241.99,106.87,412.44,41.33,59.77,-0.03,-0.08,1764.51,0.71,3.65
Calcium,2014-07-10,2014,SU,BearBrook,H,LT104,Min,451.23,15.19,88.61,3.72,4.34,1.23,2.07,55.45,0.29,3.51
Calcium,2014-07-10,2014,SU,BearBrook,H,LT107,Min,608.6,9.71,52.44,4.22,3.23,0.85,0.65,33.52,0.37,4.36
Calcium,2014-07-10,2014,SU,BearBrook,H,LT110,Min,896.01,11.33,115.17,9.18,3.17,1.51,1.48,146.23,0.44,3.99
Calcium,2014-07-10,2014,SU,BearBrook,H,LT114,Min,570.69,12.82,97.87,5.32,2.35,1.46,1.56,133.98,0.38,3.71
Calcium,2014-07-10,2014,SU,BearBrook,H,LT115,Min,635.18,10.77,88.71,3.36,5.95,1.2,1.3,123.02,0.31,3.94
Calcium,2014-07-10,2014,SU,BearBrook,H,LT104,Oa/A,1535.05,33.59,234.53,6.84,10.63,2.53,5.91,889.61,0.44,3.43
Calcium,2014-07-10,2014,SU,BearBrook,H,LT107,Oa/A,801.17,11.66,99.22,5.7,3.35,1.29,1.3,246.04,0.35,4.25
Calcium,2014-07-10,2014,SU,BearBrook,H,LT110,Oa/A,1822.75,23.37,239.68,15.01,5.02,2.87,3.04,1505.01,0.51,3.93
Calcium,2014-07-10,2014,SU,BearBrook,H,LT114,Oa/A,1183.26,17.67,153.3,11.91,4.72,2.33,2.31,131.73,0.48,3.6
Calcium,2014-07-10,2014,SU,BearBrook,H,LT115,Oa/A,2263.49,11.52,391.57,15.49,43.28,4.99,2.45,1460.53,0.6,3.67
Calcium,2014-07-10,2014,SU,BearBrook,H,LT104,Oi/Oe,2050.33,117.15,609.32,1.5,67.64,0.87,21.17,849.29,0.59,3.78
Calcium,2014-07-10,2014,SU,BearBrook,H,LT107,Oi/Oe,3279.95,87.63,429.83,13.4,61.95,4.29,7.84,1039.78,0.59,4.01
Calcium,2014-07-10,2014,SU,BearBrook,H,LT110,Oi/Oe,4488.43,101.71,621.79,46.41,95.21,14.96,17.29,4384.98,0.63,3.61
Calcium,2014-07-10,2014,SU,BearBrook,H,LT114,Oi/Oe,2985.16,114.94,650.16,5.39,275.01,2.87,10.24,1862.69,0.58,4.21
Calcium,2014-07-10,2014,SU,BearBrook,H,LT115,Oi/Oe,4852.96,98.32,680.22,25.38,110.48,12.98,20.31,1332.35,0.66,3.63
Calcium,2014-07-10,2014,SU,BearBrook,M,LT142,Min,645.71,15.07,87.93,3.62,9.94,1.26,1.06,43.27,0.33,4.3
Calcium,2014-07-10,2014,SU,BearBrook,M,LT144,Min,110.45,13.69,137.19,5.45,4.99,1.47,2.27,32.53,0.36,4.55
Calcium,2014-07-10,2014,SU,BearBrook,M,LT147,Min,647.51,12.78,91.63,2.19,5.71,1.12,0.95,54.99,0.36,4.69
Calcium,2014-07-10,2014,SU,BearBrook,M,LT152,Min,534.06,6.52,49.48,2.41,6.4,0.85,0.41,44.15,0.35,4.68
Calcium,2014-07-10,2014,SU,BearBrook,M,LT154,Min,424.4,11.88,80.27,2.79,7.21,0.76,0.63,4.24,0.33,4.33
Calcium,2014-07-10,2014,SU,BearBrook,M,LT142,Oa/A,1370.54,29.06,205.44,12.78,9.4,3.27,3.1,172.7,0.46,3.84
Calcium,2014-07-10,2014,SU,BearBrook,M,LT144,Oa/A,141.72,24.86,316.51,13.38,22.74,3.56,2,413.78,0.49,4.25
Calcium,2014-07-10,2014,SU,BearBrook,M,LT147,Oa/A,1430.39,52.32,470.22,6.95,51.02,4.58,6.55,235.14,0.57,4.36
Calcium,2014-07-10,2014,SU,BearBrook,M,LT152,Oa/A,1458.41,35.18,263.96,11.11,25.02,3.72,4.81,564.43,0.58,4.18
Calcium,2014-07-10,2014,SU,BearBrook,M,LT154,Oa/A,1228.33,24.28,201.02,10.27,12.94,3.37,6.27,73.71,0.43,3.64
Calcium,2014-07-10,2014,SU,BearBrook,M,LT142,Oi/Oe,3758.75,56.37,632.43,20.72,143.44,12.96,20.25,687.06,0.62,4.02
Calcium,2014-07-10,2014,SU,BearBrook,M,LT144,Oi/Oe,4004.13,125.81,704.23,20.06,143.46,11.89,16.44,661.54,0.65,4.2
Calcium,2014-07-10,2014,SU,BearBrook,M,LT147,Oi/Oe,6169.29,170.21,842.66,6,68.8,2.34,27.91,727.65,0.71,4.54
Calcium,2014-07-10,2014,SU,BearBrook,M,LT152,Oi/Oe,2993.57,168.81,648.44,7.66,181.7,2.46,13.6,528.41,0.7,4.28
Calcium,2014-07-10,2014,SU,BearBrook,M,LT154,Oi/Oe,3599.81,112.96,594.83,8.2,195.46,5.66,14.5,237.4,0.65,3.92
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-1,Min,569.74,12.55,53.5,3.69,2.43,0.9,0.93,66.58,0.32,3.52
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-2,Min,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-3,Min,388.07,3.64,39.83,0.37,3.44,0.12,0.59,62.22,0.24,3.88
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-4,Min,382.82,10.39,42.26,0.45,4.27,0.29,0.55,28.92,0.24,3.93
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-5,Min,609.77,12.63,78.19,1.8,3.84,0.73,0.67,208.58,0.38,3.43
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-1,Oa/A,2290.21,61.36,341.94,13.33,102.55,5.16,6.49,1262.9,0.62,3.42
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-2,Oa/A,4412.19,118.48,639.89,4.65,191.32,2.82,2.97,2788.93,0.68,3.27
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-3,Oa/A,3497.34,83.54,544.32,1.59,143.57,0.81,5,3194.03,0.59,3.48
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-4,Oa/A,3193.11,78.1,523.29,0.84,82.26,0.38,7.17,3.12,0.63,3.3
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-5,Oa/A,4058.13,81.52,672.6,6.95,22.41,4.6,19.76,2153.04,0.73,3.35
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-1,Oi/Oe,8578.93,274.63,1017.03,4.54,311.46,3.33,14.48,4409.09,0.72,3.87
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-2,Oi/Oe,4783.36,286.67,221.69,0.79,235.42,0,9.53,532.74,0.7,3.53
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-3,Oi/Oe,5777.27,273.84,723.5,0.6,268.95,0,18.7,333.27,0.61,3.71
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-4,Oi/Oe,5215.12,233.86,641.35,0.24,211.49,0.05,7.76,110.56,0.64,3.69
Calcium,2014-07-10,2014,SU,BearBrook,SF,SF-5,Oi/Oe,5478.54,263.87,903.9,1.01,291.35,0.53,-0.4,1201.35,0.76,3.79
Calcium,2014-07-11,2014,SU,W1,H,LY3-1,Min,1559.05,12.2,187.09,11.69,1.34,1.47,1.85,794.31,0.5,4.14
Calcium,2014-07-11,2014,SU,W1,H,LY3-2,Min,833.74,14.03,87.69,6.87,0.95,0.88,1.19,495.29,0.32,4.51
Calcium,2014-07-11,2014,SU,W1,H,LY3-3,Min,752.97,13.44,98.92,6.47,0.88,0.91,0.96,200.18,0.37,4.04
Calcium,2014-07-11,2014,SU,W1,H,LY3-4,Min,1276.3,16.47,179.14,13.2,2.3,1.68,1.67,262.69,0.42,4.28
Calcium,2014-07-11,2014,SU,W1,H,LY3-5,Min,119.48,11.59,102.72,7.95,1.3,0.99,1.02,159.47,0.33,3.93
Calcium,2014-07-11,2014,SU,W1,H,LY3-1,Oa/A,2448.76,38.92,263.87,22.46,13.16,4.52,5.49,1437.3,0.56,4.13
Calcium,2014-07-11,2014,SU,W1,H,LY3-2,Oa/A,2524.19,47.55,347.35,18.61,14.09,4.57,5.65,1548.56,0.41,4.04
Calcium,2014-07-11,2014,SU,W1,H,LY3-3,Oa/A,1463.04,19.47,184.98,20.6,3.37,2.23,3.41,-9999.99,0.4,3.81
Calcium,2014-07-11,2014,SU,W1,H,LY3-4,Oa/A,1553.1,11.32,320.65,19.65,6.14,3.23,4,1340.73,0.51,4.13
Calcium,2014-07-11,2014,SU,W1,H,LY3-5,Oa/A,1649.51,29.27,205.77,17.51,4.5,3.32,4.74,439.29,0.48,3.73
Calcium,2014-07-11,2014,SU,W1,H,LY3-1,Oi/Oe,3989.75,85.98,459.8,25.19,47.77,8.51,10.56,2165.61,0.63,4.11
Calcium,2014-07-11,2014,SU,W1,H,LY3-2,Oi/Oe,1379.2,231.16,785.23,24.86,114.24,6.46,19.56,1520.43,0.64,4.25
Calcium,2014-07-11,2014,SU,W1,H,LY3-3,Oi/Oe,4775.94,81.38,509.37,63.88,41.67,14.76,18.05,1588.12,0.58,3.89
Calcium,2014-07-11,2014,SU,W1,H,LY3-4,Oi/Oe,2733.92,84.06,667.46,56.2,71.04,17.03,33.62,-9999.99,0.65,4.05
Calcium,2014-07-11,2014,SU,W1,H,LY3-5,Oi/Oe,4921.4,80.96,561.41,40.13,49.35,13.28,17.86,2636.71,0.63,3.97
Calcium,2014-07-11,2014,SU,W1,SF,LY2-1,Min,132.6,-9999.99,145.89,3.82,13.77,1.13,1.75,778.68,0.42,4.38
Calcium,2014-07-11,2014,SU,W1,SF,LY2-2,Min,571.9,16.97,42.02,0.34,4.38,0,1.03,57.46,0.35,4.01
Calcium,2014-07-11,2014,SU,W1,SF,LY2-3,Min,1791.04,28.46,56.53,8.36,2.66,0,0.93,59.75,0.76,3.91
Calcium,2014-07-11,2014,SU,W1,SF,LY2-4,Min,670.67,18.5,56.3,0.3,2.74,0.15,0.77,118.83,0.29,4.2
Calcium,2014-07-11,2014,SU,W1,SF,LY2-5,Min,609.04,13.59,59.29,4.26,3.21,0.99,1.02,42.65,0.34,4.1
Calcium,2014-07-11,2014,SU,W1,SF,LY2-1,Oa/A,2427.74,106.66,431.15,1.46,64.49,0.63,9.96,1297.92,0.56,4.36
Calcium,2014-07-11,2014,SU,W1,SF,LY2-2,Oa/A,5361.79,122.26,467.33,0.91,88.05,0,11.98,450.25,0.74,4.08
Calcium,2014-07-11,2014,SU,W1,SF,LY2-3,Oa/A,4705.71,38.34,515.9,3.6,52.98,2.58,5.83,4429.64,0.82,3.81
Calcium,2014-07-11,2014,SU,W1,SF,LY2-4,Oa/A,3535.89,30.51,427.71,0.64,16.39,0,9.61,773.72,0.64,3.83
Calcium,2014-07-11,2014,SU,W1,SF,LY2-5,Oa/A,2037.73,30.98,191.57,10.53,14.53,2.74,4.78,652.7,0.5,3.76
Calcium,2014-07-11,2014,SU,W1,SF,LY2-1,Oi/Oe,3876.86,322.62,862.63,0.69,137.82,0.22,15.17,2088.43,0.66,4.37
Calcium,2014-07-11,2014,SU,W1,SF,LY2-2,Oi/Oe,9050.32,346.81,907.95,1.01,163.13,0,23.93,339.58,0.76,4.32
Calcium,2014-07-11,2014,SU,W1,SF,LY2-3,Oi/Oe,7305.78,272.1,656.13,1.34,107.89,0,12.63,9979.85,0.82,4.04
Calcium,2014-07-11,2014,SU,W1,SF,LY2-4,Oi/Oe,7344.55,315.15,661.98,0.74,81.12,0,18.16,546.91,0.68,4.38
Calcium,2014-07-11,2014,SU,W1,SF,LY2-5,Oi/Oe,4628.85,119.73,522.09,9.52,71.03,2.02,15.17,1587.82,0.62,4.06
Calcium,2015-07-07,2015,SU,BearBrook,H,LT104,Min,488.84,9.97,68.1,6.58,0.05,1.53,1.72,126.94,0.3,3.71
Calcium,2015-07-07,2015,SU,BearBrook,H,LT107,Min,187.14,12.24,89.19,7.74,0.24,0.7,0.81,86.58,0.39,4.25
Calcium,2015-07-07,2015,SU,BearBrook,H,LT110,Min,1283.94,18.9,139.83,11.52,0.14,1.35,2.04,110.69,0.47,4.27
Calcium,2015-07-07,2015,SU,BearBrook,H,LT114,Min,264.43,12.93,69.32,6.44,1.49,0.94,1.25,70.51,0.3,3.48
Calcium,2015-07-07,2015,SU,BearBrook,H,LT115,Min,197.03,10.08,85.12,7.65,0.27,1.44,1.85,43.9,0.31,3.85
Calcium,2015-07-07,2015,SU,BearBrook,H,LT104,Oa/A,2013.53,51.03,266.58,20.45,9.91,5.91,7.15,1103.94,0.45,3.4
Calcium,2015-07-07,2015,SU,BearBrook,H,LT107,Oa/A,1515.47,21.47,202.19,15.32,2.2,2.75,2.71,209.14,0.49,4.13
Calcium,2015-07-07,2015,SU,BearBrook,H,LT110,Oa/A,540.95,50.44,394.18,18.85,0.55,4.1,4.41,611.35,0.61,4.17
Calcium,2015-07-07,2015,SU,BearBrook,H,LT114,Oa/A,2828.33,73.1,282.06,25.66,23.86,3.38,3.34,868.17,0.56,3.5
Calcium,2015-07-07,2015,SU,BearBrook,H,LT115,Oa/A,424.1,10.16,282.71,20.05,15.16,6.74,5.97,704.38,0.54,3.65
Calcium,2015-07-07,2015,SU,BearBrook,H,LT104,Oi/Oe,1153.76,32.44,896.34,47.53,133.72,13.87,31.21,1635.29,0.69,3.49
Calcium,2015-07-07,2015,SU,BearBrook,H,LT107,Oi/Oe,3539.57,35.41,384.98,33.28,14.47,12.29,13.92,1234.28,0.65,3.89
Calcium,2015-07-07,2015,SU,BearBrook,H,LT110,Oi/Oe,6252.47,201.82,630.38,54.33,5.15,20.01,22.31,2938.89,0.69,3.91
Calcium,2015-07-07,2015,SU,BearBrook,H,LT114,Oi/Oe,411.1,226.16,535.71,40.32,79.76,15.7,19.88,1027.99,0.7,3.61
Calcium,2015-07-07,2015,SU,BearBrook,H,LT115,Oi/Oe,9895.6,238.24,704.57,18.54,118.16,7.9,17.75,1057.44,0.71,3.83
Calcium,2015-07-07,2015,SU,BearBrook,L,LT162,Min,200.35,7.73,131.1,0.05,3.9,-0.02,1.89,10.42,0.39,3.78
Calcium,2015-07-07,2015,SU,BearBrook,L,LT163,Min,804.25,25.38,61.9,0.05,2.42,0.01,0.81,253.2,0.27,3.68
Calcium,2015-07-07,2015,SU,BearBrook,L,LT168,Min,688.4,11.09,58.87,0.25,2.63,0.06,0.48,17.08,0.35,4
Calcium,2015-07-07,2015,SU,BearBrook,L,LT172,Min,254.55,10.52,97.78,0.2,1.09,0.06,1.1,34.85,0.45,4.06
Calcium,2015-07-07,2015,SU,BearBrook,L,LT174,Min,315.37,13.04,169.57,0.11,1.98,0.04,0.89,285.63,0.25,3.63
Calcium,2015-07-07,2015,SU,BearBrook,L,LT162,Oa/A,1211.55,58.7,274.54,1.96,5.79,-0.21,2.27,170.91,0.48,3.55
Calcium,2015-07-07,2015,SU,BearBrook,L,LT163,Oa/A,3259.37,17.72,275.32,0.05,34.82,-0.07,4.45,83.39,0.51,3.19
Calcium,2015-07-07,2015,SU,BearBrook,L,LT168,Oa/A,2217.74,42.03,191.54,0.24,0.91,0.67,1.74,160.82,0.47,3.58
Calcium,2015-07-07,2015,SU,BearBrook,L,LT172,Oa/A,2625.97,33.52,253.44,0.48,5.44,0.37,4.08,51.97,0.48,3.86
Calcium,2015-07-07,2015,SU,BearBrook,L,LT174,Oa/A,905.7,37.25,730.65,10.47,15.12,5.79,7.46,254.13,0.73,3.44
Calcium,2015-07-07,2015,SU,BearBrook,L,LT162,Oi/Oe,4623.9,141.3,545.39,0.05,71.78,-0.03,10.34,70.86,0.61,3.43
Calcium,2015-07-07,2015,SU,BearBrook,L,LT163,Oi/Oe,10684.22,327.77,642.54,0.05,102.42,-0.04,15.08,204.29,0.65,3.27
Calcium,2015-07-07,2015,SU,BearBrook,L,LT168,Oi/Oe,9531.92,79.72,601.31,0.05,87.14,0.02,9.35,296.5,0.68,3.56
Calcium,2015-07-07,2015,SU,BearBrook,L,LT172,Oi/Oe,9352.37,177.04,696.45,0.05,136.95,-0.05,23.16,77.27,0.76,3.75
Calcium,2015-07-07,2015,SU,BearBrook,L,LT174,Oi/Oe,1442.12,59.53,374.26,24.09,107.73,11.2,24.67,506.45,0.74,3.45
Calcium,2015-07-07,2015,SU,BearBrook,M,LT142,Min,608.31,24.9,85.19,5.35,6.6,1.27,1.58,99.94,0.35,4.14
Calcium,2015-07-07,2015,SU,BearBrook,M,LT144,Min,741.05,15.43,86.02,4.07,2.81,1.21,1.18,60.54,0.33,4.08
Calcium,2015-07-07,2015,SU,BearBrook,M,LT147,Min,701.58,17.84,78.86,3.24,2.44,0.78,1.16,98.18,0.37,4.24
